adname,cityname,location,name,type
海淀区,北京市,116.246975#39.930085,公共厕所,公共设施;公共厕所;公共厕所
海淀区,北京市,116.305924#39.977248,维亚大厦停车场(出口),交通设施服务;停车场;停车场出口
海淀区,北京市,116.371113#40.037875,观林园(西南1门),通行设施;临街院门;临街院门
海淀区,北京市,116.285801#40.057215,中关村森林公园-南门停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.316835#39.956779,天海流芳,风景名胜;风景名胜相关;旅游景点
海淀区,北京市,116.312343#39.984246,航空售票(海淀北一街),生活服务;售票处;飞机票代售点
海淀区,北京市,116.091456#40.060862,北京鹫峰国家森林公园-鹫峰中心景区,风景名胜;风景名胜;风景名胜
海淀区,北京市,116.275355#39.936688,红马红木(五路居店),购物服务;家居建材市场;家具城
海淀区,北京市,116.322516#39.958547,东方丽人美甲(魏公村店),生活服务;美容美发店;美容美发店
海淀区,北京市,116.323678#39.927991,日上防盗门,购物服务;家居建材市场;建材五金市场
海淀区,北京市,116.307005#40.043242,停车场(CPE大厦西北),交通设施服务;停车场;路边停车场
海淀区,北京市,116.346435#39.968259,首都体育学院交通运输服务中心,生活服务;物流速递;物流速递
海淀区,北京市,116.347394#40.041444,停车场(前屯社区卫生站东南),交通设施服务;停车场;公共停车场
海淀区,北京市,116.321469#39.909528,中国摄影展览馆,科教文化服务;展览馆;展览馆
海淀区,北京市,116.333173#39.927404,惠普(甘家口百货三里河店),购物服务;家电电子卖场;手机销售
海淀区,北京市,116.242785#39.92664,专业汽车美容装饰店,汽车服务;汽车养护/装饰;汽车养护
海淀区,北京市,116.19338#39.995891,香山公园-索道下站,风景名胜;风景名胜相关;旅游景点
海淀区,北京市,116.365497#39.973151,停车场(道隆商务楼北),交通设施服务;停车场;公共停车场
海淀区,北京市,116.315618#39.955269,北京外国语大学东校区停车场,交通设施服务;停车场;专用停车场
海淀区,北京市,116.264539#39.910247,福天顺成都小吃,餐饮服务;中餐厅;四川菜(川菜)
海淀区,北京市,116.278383#39.913478,荣泰(蓝色港湾购物中心北区),医疗保健服务;医药保健销售店;医疗保健用品
海淀区,北京市,116.30798#40.036659,兴原认证中心,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
海淀区,北京市,116.25436#39.919319,中国敬老志愿服务工作委员会,政府机构及社会团体;社会团体;社会团体相关
海淀区,北京市,116.276741#40.029129,粮全其美手抓饼(中发百旺商城),餐饮服务;餐饮相关场所;餐饮相关
海淀区,北京市,116.260195#39.912724,香满城(仁和市场分店),购物服务;综合市场;果品市场
海淀区,北京市,116.304254#39.960953,艺心画室,科教文化服务;培训机构;培训机构
海淀区,北京市,116.371826#40.03392,龙岗路东口(公交站),交通设施服务;公交车站;公交车站相关
海淀区,北京市,116.314801#39.979163,LOVE&LOVE(欧美汇购物中心),购物服务;专卖店;珠宝首饰工艺品
海淀区,北京市,116.351461#39.943575,高梁桥,风景名胜;风景名胜;风景名胜
海淀区,北京市,116.099033#40.061716,北京鹫峰国家森林公园-高校纪念林,风景名胜;风景名胜;风景名胜
海淀区,北京市,116.345389#39.977331,快客(知春路店),购物服务;便民商店/便利店;便民商店/便利店
海淀区,北京市,116.312527#39.986741,北京大学-收发室,科教文化服务;学校;高等院校
海淀区,北京市,116.239109#39.924595,金柜苑文化交流中心,体育休闲服务;娱乐场所;娱乐场所
海淀区,北京市,116.20688#39.921264,时代花园北路,地名地址信息;交通地名;道路名
海淀区,北京市,116.350829#39.950629,交大东路50号院(西北门),通行设施;临街院门;临街院正门
海淀区,北京市,116.296655#39.96782,派顿大厦(东北门),通行设施;建筑物门;建筑物门
海淀区,北京市,116.330585#39.949277,国家气象中心《气象》编辑部,科教文化服务;传媒机构;传媒机构
海淀区,北京市,116.342073#39.963331,韩国炸鸡(四道口北街),餐饮服务;外国餐厅;韩国料理
海淀区,北京市,116.346366#40.04044,国家电网中国电力科学研究院汽车充电站,汽车服务;充电站;充电站
海淀区,北京市,116.34887#39.94968,菜鸟驿站(卫生部宿舍报刊亭100044002),生活服务;物流速递;物流速递
海淀区,北京市,116.361253#39.982463,公用电话(五官科楼),公共设施;公用电话;公用电话
海淀区,北京市,116.320435#39.904249,京门大厦A座,商务住宅;楼宇;商务写字楼
海淀区,北京市,116.333998#39.92433,茅台集团(三里河路店),购物服务;专卖店;烟酒专卖店
海淀区,北京市,116.371176#39.95358,公牛装饰开关,购物服务;购物相关场所;购物相关场所
海淀区,北京市,116.330014#39.939113,爱嘉途旅游(白石桥店),生活服务;旅行社;旅行社
海淀区,北京市,116.33168#39.976475,知春里东站(公交站),交通设施服务;公交车站;公交车站相关
海淀区,北京市,116.315979#40.024943,北京体育大学田径场行政楼,科教文化服务;学校;高等院校
海淀区,北京市,116.318542#39.92969,中国劳动关系学院停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.304976#39.983837,赛纳之夜洗浴会馆,生活服务;洗浴推拿场所;洗浴推拿场所
海淀区,北京市,116.277145#40.018716,乐高活动中心(西山万科店),科教文化服务;培训机构;培训机构
海淀区,北京市,116.3404#39.999554,AGS舞蹈工作室(五道口店),科教文化服务;科教文化场所;科教文化场所
海淀区,北京市,116.333465#39.994026,ICA国际汉语教师协会培训机构,科教文化服务;学校;学校
海淀区,北京市,116.314768#39.976476,北京市海淀医院停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.256484#40.00574,超市发(厢红旗店),购物服务;超级市场;超市
海淀区,北京市,116.333296#39.927969,报刊亭,公共设施;报刊亭;报刊亭
海淀区,北京市,116.342489#39.995039,北京语言大学国际学生之家,商务住宅;住宅区;宿舍
海淀区,北京市,116.296134#39.886693,莲怡园北路,地名地址信息;交通地名;道路名
海淀区,北京市,116.365925#39.972443,艾腾文化,科教文化服务;传媒机构;传媒机构
海淀区,北京市,116.295127#39.973729,女洗手间(北京华联万柳购物中心),公共设施;公共厕所;女洗手间
海淀区,北京市,116.32296#39.95483,连微利达财务咨询有限公司,金融保险服务;金融保险服务机构;金融保险机构
海淀区,北京市,116.307688#39.98153,彩和坊路11号,地名地址信息;门牌信息;道路门牌
海淀区,北京市,116.309926#40.030724,北京市海淀区上地西路上地南路西口至上地二街西口段,道路附属设施;警示信息;违章停车
海淀区,北京市,116.294628#40.023922,昌寿堂,医疗保健服务;医药保健销售店;药房
海淀区,北京市,116.163549#40.065074,中关村学院军乐艺术分院,科教文化服务;学校;高等院校
海淀区,北京市,116.338542#39.993049,菲菲的烧烤店,餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.349584#39.945311,交大东路41号院,商务住宅;住宅区;住宅区
海淀区,北京市,116.26456#40.039397,西北旺关帝庙,风景名胜;风景名胜;寺庙道观
海淀区,北京市,116.323822#39.947145,龙仕文化众享空间,科教文化服务;科教文化场所;科教文化场所
海淀区,北京市,116.27428#40.02064,贝雷塔供暖设备(天秀路),购物服务;家居建材市场;厨卫市场
海淀区,北京市,116.272228#39.953897,招商大厦停车场,交通设施服务;停车场;路边停车场
海淀区,北京市,116.336888#39.967221,公共厕所,公共设施;公共厕所;公共厕所
海淀区,北京市,116.323746#40.012189,诗雅艺术学校,科教文化服务;学校;职业技术学校|科教文化服务;培训机构;培训机构
海淀区,北京市,116.322328#40.005228,清华大学体育场(熙春路),体育休闲服务;运动场馆;综合体育馆
海淀区,北京市,116.276609#39.910168,潮代鲜牛肉火锅&Bar(五棵松店),餐饮服务;中餐厅;火锅店
海淀区,北京市,116.258302#39.900775,北京利康畅通搬家有限公司(太平路店),生活服务;搬家公司;搬家公司
海淀区,北京市,116.280603#39.997214,颐和园-盆景厅,风景名胜;风景名胜;风景名胜
海淀区,北京市,116.311509#40.052134,菲儿鲜花屋,购物服务;花鸟鱼虫市场;花卉市场
海淀区,北京市,116.290909#39.942707,樱桃工坊,餐饮服务;糕饼店;糕饼店
海淀区,北京市,116.302313#39.909481,豌豆生活,购物服务;专卖店;礼品饰品店
海淀区,北京市,116.341352#39.958345,融金中财大酒店商务中心,住宿服务;宾馆酒店;四星级宾馆
海淀区,北京市,116.282943#39.923993,定慧北里社区停车场,交通设施服务;停车场;路边停车场
海淀区,北京市,116.296083#39.890689,中国银行(北京莲花池西路支行),金融保险服务;银行;中国银行
海淀区,北京市,116.314082#40.055903,和顺餐厅,餐饮服务;中餐厅;四川菜(川菜)
海淀区,北京市,116.290871#39.94223,彰化村(公交站),交通设施服务;公交车站;公交车站相关
海淀区,北京市,116.32232#39.970093,一度用车网点(燕山大酒店西侧地面停车场),交通设施服务;停车场;停车场相关
海淀区,北京市,116.295197#39.972821,A-037(北京华联万柳购物中心),室内设施;室内设施;室内设施
海淀区,北京市,116.326507#39.96693,用膳时刻(双安店),餐饮服务;快餐厅;快餐厅
海淀区,北京市,116.31515#39.908699,科技日报社(柳林馆路),科教文化服务;传媒机构;报社
海淀区,北京市,116.295512#40.044675,停车场(软件园五号路),交通设施服务;停车场;路边停车场
海淀区,北京市,116.236972#39.999783,大众洗浴(丰户营小区西南),生活服务;洗浴推拿场所;洗浴推拿场所
海淀区,北京市,116.331751#39.954018,大慧寺北路,地名地址信息;交通地名;道路名
海淀区,北京市,116.312109#40.036387,信息大厦(北门),通行设施;临街院门;临街院正门
海淀区,北京市,116.338033#39.971736,腾势充电站(海淀区京仪宾馆),交通设施服务;交通服务相关;交通服务相关
海淀区,北京市,116.303129#39.970647,万泉庄2号楼-二单元,地名地址信息;门牌信息;门牌信息
海淀区,北京市,116.344245#39.986176,金凤成祥(北航一店),餐饮服务;糕饼店;糕饼店
海淀区,北京市,116.353248#39.977535,仁合美超市(知春路店),购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店
海淀区,北京市,116.281632#40.021319,美妍花店,购物服务;花鸟鱼虫市场;花卉市场
海淀区,北京市,116.312515#39.951506,北京外国语大学附属小学,科教文化服务;学校;小学
海淀区,北京市,116.303496#40.035343,东居兴业写字楼(西南门),通行设施;临街院门;临街院门
海淀区,北京市,116.334373#39.996185,面香面向生活香飘满屋,购物服务;超级市场;超市
海淀区,北京市,116.105678#40.107318,凤凰岭路与长安园路交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.225014#39.929314,碧桐园停车场,交通设施服务;停车场;路边停车场
海淀区,北京市,116.311944#39.978373,第十二法庭,政府机构及社会团体;公检法机构;法院
海淀区,北京市,116.37093#39.953243,中国电影集团公司,科教文化服务;传媒机构;传媒机构
海淀区,北京市,116.304097#40.039211,大众自行车修理,生活服务;维修站点;维修站点
海淀区,北京市,116.312313#39.94556,巫山烤鱼(万寿寺路),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.256131#39.897837,玉泉路开锁换锁公司,购物服务;专卖店;专营店
海淀区,北京市,116.270823#39.940868,圣帝国际建筑工程设计有限公司(通汇路),公司企业;公司;建筑公司
海淀区,北京市,116.329239#39.9641,北京纵纬网络科技有限公司,公司企业;公司;网络科技
海淀区,北京市,116.290292#40.038766,新盛公寓,住宿服务;旅馆招待所;旅馆招待所
海淀区,北京市,116.278752#39.917827,张亮麻辣烫(金沟河东路店),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.288056#39.966616,欧纳斯酒窖,购物服务;专卖店;烟酒专卖店
海淀区,北京市,116.336723#39.956135,铁路运输包装检验站,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
海淀区,北京市,116.303073#39.963796,易柳元社区康体服务中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所
海淀区,北京市,116.352546#39.995822,北京语言大学(东门),通行设施;临街院门;临街院门
海淀区,北京市,116.26261#39.910444,武警总医院氧疗中心,医疗保健服务;综合医院;三级甲等医院
海淀区,北京市,116.372227#40.031797,观澳园南区(东北门),通行设施;临街院门;临街院门
海淀区,北京市,116.304505#39.971074,青田华联超市,购物服务;超级市场;超市
海淀区,北京市,116.233195#39.945754,北京路里投资有限责任公司,金融保险服务;金融保险服务机构;金融保险机构
海淀区,北京市,116.341555#39.949687,IEEE北京分会,政府机构及社会团体;社会团体;社会团体相关
海淀区,北京市,116.33816#40.03104,中国移动充值(中复清河二店精品店合作厅),生活服务;电讯营业厅;中国移动营业厅
海淀区,北京市,116.35109#39.97047,99优选(蓟门桥店),住宿服务;宾馆酒店;经济型连锁酒店
海淀区,北京市,116.257164#39.927274,中昊家园(东南门),通行设施;临街院门;临街院门
海淀区,北京市,116.298379#40.024487,江小白,餐饮服务;中餐厅;海鲜酒楼
海淀区,北京市,116.177966#40.030057,甜歪歪樱桃采摘园,体育休闲服务;休闲场所;采摘园
海淀区,北京市,116.347265#40.029898,凯雅娜足道SPA肩颈调理微整养生馆,生活服务;洗浴推拿场所;洗浴推拿场所
海淀区,北京市,116.33148#39.957921,农科院小区5号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.318559#39.904236,新华社皇亭子宿舍17号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.287419#39.922989,定慧东里家庭旅馆,住宿服务;旅馆招待所;旅馆招待所
海淀区,北京市,116.320057#39.981282,中共海淀区委中关村街道工作委员会科育社区党总支部,政府机构及社会团体;政府机关;政府机关相关
海淀区,北京市,116.339241#39.999504,御都成人游泳俱乐部,体育休闲服务;运动场馆;游泳馆
海淀区,北京市,116.36238#39.976385,塔院小区停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.288076#39.960715,金源时代商务中心停车场(入口),交通设施服务;停车场;停车场入口
海淀区,北京市,116.352768#39.963675,京墨图文,生活服务;摄影冲印店;摄影冲印
海淀区,北京市,116.265596#40.006295,香山颐和宾馆|川湘粤中餐厅(香山店),餐饮服务;中餐厅;中餐厅
海淀区,北京市,116.365006#39.996616,停车场(军休社区卫生服务站南),交通设施服务;停车场;路边停车场
海淀区,北京市,116.25969#39.914398,三街坊社区警务工作室,政府机构及社会团体;公检法机构;社会治安机构
海淀区,北京市,116.294643#40.030334,上地街道紫成社区人口学校,科教文化服务;学校;学校
海淀区,北京市,116.304628#39.987199,北京创景佳信电子技术有限公司,购物服务;家电电子卖场;数码电子
海淀区,北京市,116.313421#39.999176,车场(出口),交通设施服务;交通服务相关;交通服务相关
海淀区,北京市,116.17346#40.049348,凯胜台球厅,体育休闲服务;运动场馆;台球厅
海淀区,北京市,116.302671#39.969255,万泉庄16号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.379575#39.978572,格力(牡丹园店),购物服务;家电电子卖场;家电电子卖场
海淀区,北京市,116.333779#39.988055,私菜益汤(财智大厦店),餐饮服务;快餐厅;快餐厅
海淀区,北京市,116.351797#39.9937,学院路街道司法所,政府机构及社会团体;公检法机构;公检法机关
海淀区,北京市,116.319711#39.967726,豫友图文,生活服务;生活服务场所;生活服务场所
海淀区,北京市,116.291194#40.032721,小星星双语艺术幼儿园菊园园区(南门),通行设施;临街院门;临街院门
海淀区,北京市,116.326405#39.95684,灵芝孢子粉基地直销(农科院店),医疗保健服务;医药保健销售店;医疗保健用品
海淀区,北京市,116.343702#40.038596,泰丽雅石膏线专卖,购物服务;家居建材市场;家居建材市场
海淀区,北京市,116.307433#39.90873,努比亚智能手机,购物服务;家电电子卖场;家电电子卖场
海淀区,北京市,116.361516#39.982406,诊室(五官科楼),室内设施;室内设施;室内设施
海淀区,北京市,116.304504#39.987314,税控电脑,购物服务;家电电子卖场;数码电子
海淀区,北京市,116.297028#39.908376,瑞时形象设计(直营店),生活服务;美容美发店;美容美发店
海淀区,北京市,116.311962#39.927654,西三环北路82号院,商务住宅;住宅区;住宅小区
海淀区,北京市,116.321895#39.975328,中国共产党北京市怀柔区财政局委员会,政府机构及社会团体;政府机关;政府机关相关
海淀区,北京市,116.31645#39.926375,娇兰佳人(工商大学店),购物服务;个人用品/化妆品店;其它个人用品店
海淀区,北京市,116.294488#40.024452,博雅西园2号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.309399#39.933506,杨国福麻辣烫(花园桥店),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.324595#39.950614,河间人家河间驴肉火烧(中关村南大街),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.334399#39.962756,停车场(卉园大楼北),交通设施服务;停车场;路边停车场
海淀区,北京市,116.358629#39.979649,北京长鸣旭图文设计中心,生活服务;生活服务场所;生活服务场所
海淀区,北京市,116.360649#39.965756,达峰亮社区百货,购物服务;超级市场;超市
海淀区,北京市,116.347715#39.998065,中国矿业大学(北京)社区居委会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
海淀区,北京市,116.279325#40.003297,崇学山庄,餐饮服务;中餐厅;中餐厅|体育休闲服务;体育休闲服务场所;体育休闲服务场所
海淀区,北京市,116.320684#39.970245,梦洁家纺(当代商城),购物服务;家居建材市场;布艺市场
海淀区,北京市,116.204921#40.042317,太舟坞路与画眉山路交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.253298#39.958767,仁德汽修,汽车维修;汽车维修;汽车维修
海淀区,北京市,116.362371#39.957102,中国教育报刊社,科教文化服务;传媒机构;报社
海淀区,北京市,116.316962#40.022744,北京体育大学体育科学楼(西门),通行设施;建筑物门;建筑物正门
海淀区,北京市,116.346087#39.949602,可可公主美甲美睫(交通大学路),生活服务;美容美发店;美容美发店
海淀区,北京市,116.322179#39.89936,扶梯(光耀东方购物中心),室内设施;室内设施;室内设施
海淀区,北京市,116.237691#39.997241,天天网吧(玉峰路),体育休闲服务;娱乐场所;网吧
海淀区,北京市,116.342831#39.969019,王力安全门(蓝景丽家大钟寺家居广场),购物服务;家居建材市场;建材五金市场
海淀区,北京市,116.352901#39.95958,会通教育,科教文化服务;培训机构;培训机构
海淀区,北京市,116.215265#40.099325,明诚渔具,购物服务;专卖店;专营店
海淀区,北京市,116.309621#39.944463,梦思新服饰,购物服务;服装鞋帽皮具店;服装鞋帽皮具店
海淀区,北京市,116.336669#40.043539,联桩汽车充电站,汽车服务;充电站;充电站
海淀区,北京市,116.3254#39.929297,龙文教育(首体分校),科教文化服务;培训机构;培训机构
海淀区,北京市,116.369681#39.971447,北京豪威大厦A座(正门),通行设施;建筑物门;建筑物正门
海淀区,北京市,116.209223#39.924766,阜石路入口(双峪桥方向),地名地址信息;交通地名;城市快速路入口
海淀区,北京市,116.334355#39.976246,中国银河证券,金融保险服务;证券公司;证券公司
海淀区,北京市,116.306231#40.040936,方正大厦停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.334092#39.991322,中关村二小教学楼,科教文化服务;学校;学校
海淀区,北京市,116.299638#39.987419,万泉河桥与万泉河路交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.33075#39.947801,气象局小区,商务住宅;产业园区;产业园区
海淀区,北京市,116.33042#39.938972,方圆大厦停车场(入口),交通设施服务;停车场;停车场入口
海淀区,北京市,116.285087#40.040534,103号院(南门),通行设施;临街院门;临街院门
海淀区,北京市,116.295132#39.972855,咖搭姆创客(北京华联万柳购物中心),科教文化服务;培训机构;培训机构
海淀区,北京市,116.291101#39.958887,飞亚达(世纪金源购物中心东区),购物服务;专卖店;钟表店
海淀区,北京市,116.367777#39.977289,SPETH&WENSHY(翠微百货),购物服务;服装鞋帽皮具店;品牌服装店
海淀区,北京市,116.313575#40.037565,中黎科技园,商务住宅;楼宇;商务写字楼
海淀区,北京市,116.275614#39.929739,财会信报社,科教文化服务;传媒机构;报社
海淀区,北京市,116.299589#39.986896,火器营桥出口(万泉河路南向),地名地址信息;交通地名;城市快速路出口
海淀区,北京市,116.264468#39.908818,渔夫炭炉烤鱼(永定路),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.189445#40.125705,北京佰亿顺发钢构彩板有限公司,购物服务;家居建材市场;建材五金市场
海淀区,北京市,116.26259#40.0507,水果蔬菜生活超市(西北旺店),购物服务;综合市场;农副产品市场
海淀区,北京市,116.3156#39.983438,便利蜂(海龙大厦店),购物服务;便民商店/便利店;便民商店/便利店
海淀区,北京市,116.190221#40.040293,北京银行24小时自助银行(温泉支行),金融保险服务;自动提款机;北京银行ATM
海淀区,北京市,116.327864#40.029358,粮油(朱房后街),购物服务;综合市场;农副产品市场
海淀区,北京市,116.330075#39.911621,北京市水务局停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.305529#39.980919,唇辣号重庆老火锅(苏州街店),餐饮服务;中餐厅;火锅店
海淀区,北京市,116.310783#40.034076,龙泉湖大厦(正门),通行设施;建筑物门;建筑物正门
海淀区,北京市,116.339977#39.988434,北京登巴国际青年旅社五道口店,住宿服务;住宿服务相关;住宿服务相关
海淀区,北京市,116.303583#39.896453,北京市莲花小区业主委员会,政府机构及社会团体;社会团体;社会团体相关
海淀区,北京市,116.302393#40.043347,轻色主题养生馆,购物服务;购物相关场所;购物相关场所
海淀区,北京市,116.312675#39.939229,净语谦茶室,餐饮服务;茶艺馆;茶艺馆
海淀区,北京市,116.319955#39.901735,恒大冰泉,购物服务;购物相关场所;购物相关场所
海淀区,北京市,116.295408#39.888689,鸿运天外天(万丰路店),餐饮服务;中餐厅;中餐厅
海淀区,北京市,116.30975#39.97963,微软大厦停车场(西南入口),交通设施服务;停车场;停车场入口
海淀区,北京市,116.21832#40.080021,北京亚太双赢物流,生活服务;物流速递;物流速递
海淀区,北京市,116.345885#39.986221,鹏基伟业(北航店),生活服务;中介机构;中介机构
海淀区,北京市,116.331295#39.897585,海淀烟草(莲花池东路辅路),购物服务;专卖店;烟酒专卖店
海淀区,北京市,116.296283#39.896068,国家测绘地理信息局管理信息中心,政府机构及社会团体;政府机关;国家级机关及事业单位
海淀区,北京市,116.259459#39.907222,中国铁建纪委,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
海淀区,北京市,116.329351#39.910665,中国高新技术产业导报社,科教文化服务;传媒机构;报社
海淀区,北京市,116.281332#39.966258,MaiYou面包,餐饮服务;糕饼店;糕饼店
海淀区,北京市,116.333143#39.932922,GTS天山羊绒专卖店,购物服务;专卖店;专营店
海淀区,北京市,116.296245#40.053294,特斯拉汽车充电站(后厂村路),汽车服务;充电站;充电站
海淀区,北京市,116.267088#40.086008,小牛坊村村民委员会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
海淀区,北京市,116.362158#39.987782,北京科技大学停车场,交通设施服务;停车场;专用停车场
海淀区,北京市,116.333051#39.984173,停车场(物理所家属楼东),交通设施服务;停车场;公共停车场|交通设施服务;停车场;路边停车场
海淀区,北京市,116.233028#39.929497,北京杨景亚诊所,医疗保健服务;诊所;诊所
海淀区,北京市,116.230374#39.927135,衣曰服装,购物服务;专卖店;专营店
海淀区,北京市,116.28314#39.941344,驴肉火烧(八代驴肉馆),餐饮服务;中餐厅;特色/地方风味餐厅
海淀区,北京市,116.335503#40.044735,德国马牌,汽车服务;汽车配件销售;汽车配件销售
海淀区,北京市,116.342682#40.029664,清河文苑,商务住宅;住宅区;住宅小区
海淀区,北京市,116.27679#39.913829,楼梯(蓝色港湾购物中心北区),室内设施;室内设施;室内设施
海淀区,北京市,116.316665#39.992517,北京大学物理学院(南门),通行设施;临街院门;临街院门
海淀区,北京市,116.305258#39.991906,北京大学停车场(出入口),交通设施服务;停车场;停车场出入口
海淀区,北京市,116.28774#40.017864,肖家河社区居委会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
海淀区,北京市,116.344164#39.948178,北京市公安局东城分局永外派出所巡逻警务站,政府机构及社会团体;公检法机构;公检法机关
海淀区,北京市,116.335924#39.976531,北京市海淀区知春路,道路附属设施;警示信息;违章停车
海淀区,北京市,116.278903#39.956511,北京四平青医院老年康复中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所
海淀区,北京市,116.305928#39.965583,老宋田园鲜果,购物服务;综合市场;果品市场
海淀区,北京市,116.277134#39.913824,女洗手间(蓝色港湾购物中心五棵松店),公共设施;公共厕所;女洗手间
海淀区,北京市,116.284677#39.907912,中国联通(万寿路社区通信服务中心),购物服务;家电电子卖场;手机销售
海淀区,北京市,116.235402#39.93395,北京福临大地商贸有限公司,购物服务;综合市场;农副产品市场
海淀区,北京市,116.317073#39.93133,花园村11号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.306709#40.04264,北京发那科机电有限公司(东北门),通行设施;临街院门;临街院正门
海淀区,北京市,116.186152#40.04439,宽板凳老灶火锅(温泉中心店),餐饮服务;中餐厅;火锅店
海淀区,北京市,116.325337#39.944982,yonex专卖店(新羽体育),购物服务;家电电子卖场;家电电子卖场
海淀区,北京市,116.280156#39.928445,恩济大厦A座(北门),通行设施;建筑物门;建筑物正门
海淀区,北京市,116.322108#39.899082,客梯(光耀东方购物中心),室内设施;室内设施;室内设施
海淀区,北京市,116.364098#39.987113,二里庄出口(北四环中路出口东向),交通设施服务;交通服务相关;交通服务相关
海淀区,北京市,116.311297#39.926282,西三环北路86号院2号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.292595#40.024003,烟酒茶商行,购物服务;专卖店;烟酒专卖店
海淀区,北京市,116.20615#40.126875,育德启智教育,科教文化服务;培训机构;培训机构
海淀区,北京市,116.270848#40.015002,楼梯(北京华联龙背村购物中心),室内设施;室内设施;室内设施
海淀区,北京市,116.319619#40.031982,北京有家月租公寓(上地佳园),住宿服务;住宿服务相关;住宿服务相关
海淀区,北京市,116.203294#39.992073,香山10号停车场,交通设施服务;停车场;公共停车场
海淀区,北京市,116.291135#39.908823,京泉馨苑东里16号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.311655#39.998374,青少年之家青少年活动中心,政府机构及社会团体;社会团体;社会团体相关
海淀区,北京市,116.300747#39.907857,天行建商务大厦(南门),通行设施;临街院门;临街院门
海淀区,北京市,116.348464#40.023696,创新塑钢断桥铝门窗,购物服务;家居建材市场;建材五金市场
海淀区,北京市,116.295099#39.97324,A-077(北京华联万柳购物中心),室内设施;室内设施;室内设施
海淀区,北京市,116.339607#39.975298,途牛旅游(知春路营业部),生活服务;旅行社;旅行社
海淀区,北京市,116.310726#39.99139,北京大学-北大图书馆南配殿,科教文化服务;图书馆;图书馆
海淀区,北京市,116.30951#39.98884,报刊亭,公共设施;报刊亭;报刊亭
海淀区,北京市,116.306306#40.051963,首都献血,医疗保健服务;医疗保健服务场所;医疗保健服务场所
海淀区,北京市,116.279696#40.043189,椒塘后院,餐饮服务;快餐厅;快餐厅
海淀区,北京市,116.355283#39.977551,北京联合大学应用文理学院保健食品功能检测中心,政府机构及社会团体;公检法机构;公证鉴定机构
海淀区,北京市,116.294638#39.924801,名仕花园1号楼,地名地址信息;门牌信息;楼栋号
海淀区,北京市,116.332969#39.951495,高梁桥斜街13号院10号楼-3单元,商务住宅;住宅区;住宅区
海淀区,北京市,116.247489#39.947386,旱河路与杏石口路交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.254306#39.92057,应急避难场所(玉海园社区卫生服务站西南),公共设施;紧急避难场所;紧急避难场所
海淀区,北京市,116.280101#39.940679,大喜龙虾(四季青店),餐饮服务;中餐厅;海鲜酒楼
海淀区,北京市,116.363611#39.985635,华夏银行ATM(太平桥村社区卫生服务站西),金融保险服务;自动提款机;华夏银行ATM
海淀区,北京市,116.25692#39.90504,奥康游泳培训(复兴路店),体育休闲服务;体育休闲服务场所;体育休闲服务场所
海淀区,北京市,116.370649#39.961912,乐育路与新街口外大街交叉口,地名地址信息;交通地名;路口名
海淀区,北京市,116.273496#40.036474,专家办公室,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
海淀区,北京市,116.301341#39.90877,汇百顺超市,购物服务;超级市场;超市
海淀区,北京市,116.235175#39.948737,北京霍耀庭诊所,医疗保健服务;诊所;诊所
海淀区,北京市,116.272293#40.025946,北京天之平安修锁开锁中心(马连洼店),生活服务;生活服务场所;生活服务场所
海淀区,北京市,116.287486#40.041323,西北旺镇文化服务中心,生活服务;生活服务场所;生活服务场所
