Unnamed: 0,adname,cityname,location,name,type
3555,历下区,济南市,117.140877#36.674124,美缔可化妆品,购物服务;个人用品/化妆品店;其它个人用品店
3556,历下区,济南市,117.048184#36.641435,海菲德科技公司,公司企业;公司;公司
3557,历下区,济南市,117.01612#36.659834,趵突泉(南1门),通行设施;临街院门;临街院门
3558,历下区,济南市,117.054287#36.663798,和平路新村20号楼,地名地址信息;门牌信息;楼栋号
3559,历下区,济南市,117.039393#36.659064,优品汇奥特莱斯购物广场(北门),通行设施;建筑物门;建筑物门
3560,历下区,济南市,117.132184#36.69049,平价果蔬超市,购物服务;超级市场;超市
3561,历下区,济南市,117.134704#36.677425,恒丰银行(舜华支行),金融保险服务;银行;银行
3562,历下区,济南市,117.08509#36.651578,山东省妇幼保健院儿童保健门诊,医疗保健服务;诊所;诊所
3563,历下区,济南市,117.040009#36.67419,东关街道东仓社区党群服务站,政府机构及社会团体;政府机关;政府机关相关
3564,历下区,济南市,117.111198#36.701839,熙顺紫菜包饭,餐饮服务;中餐厅;特色/地方风味餐厅
3565,历下区,济南市,117.024763#36.658956,锦江之星酒店(济南泉城广场店),住宿服务;宾馆酒店;经济型连锁酒店
3566,历下区,济南市,117.017809#36.657218,东双龙街与广智院街交叉口,地名地址信息;交通地名;路口名
3567,历下区,济南市,117.12029#36.62642,中国福利彩票,生活服务;彩票彩券销售点;彩票彩券销售点
3568,历下区,济南市,117.146206#36.697644,艾瑞儿童摄影,生活服务;摄影冲印店;摄影冲印
3569,历下区,济南市,117.030698#36.656858,棋盘小区6区3号楼,地名地址信息;门牌信息;楼栋号
3570,历下区,济南市,117.129972#36.693983,星火网咖,体育休闲服务;娱乐场所;网吧
3571,历下区,济南市,117.039767#36.675659,元首针织(东关大街),购物服务;服装鞋帽皮具店;服装鞋帽皮具店
3572,历下区,济南市,117.122958#36.633014,锦屏家园(龙鼎大道)15号楼,地名地址信息;门牌信息;楼栋号
3573,历下区,济南市,117.161683#36.687167,济南鸿旭汽车服务有限公司,汽车服务;汽车服务相关;汽车服务相关
3574,历下区,济南市,117.050487#36.637574,旅游路与环山路交叉口,地名地址信息;交通地名;路口名
3575,历下区,济南市,117.109592#36.701294,微笑家竹纤维生态·家居生活馆,购物服务;服装鞋帽皮具店;服装鞋帽皮具店
3576,历下区,济南市,117.097556#36.66365,山东省技能人才开发协会,政府机构及社会团体;社会团体;行业协会
3577,历下区,济南市,117.097355#36.679116,停车场(丁家新村西),交通设施服务;停车场;路边停车场
3579,历下区,济南市,117.053046#36.686131,爱潮无人售货,医疗保健服务;医药保健销售店;医疗保健用品
3580,历下区,济南市,117.024182#36.667868,忠义泉,风景名胜;风景名胜;风景名胜
3581,历下区,济南市,117.070147#36.667485,留园小区,商务住宅;住宅区;住宅小区
3582,历下区,济南市,117.055523#36.677971,品路人青年旅舍,住宿服务;住宿服务相关;住宿服务相关
3583,历下区,济南市,117.125714#36.680785,和笙记花椒鸡家常菜,餐饮服务;快餐厅;快餐厅
3584,历下区,济南市,117.045955#36.661131,研磨时光coffeetime(和平路诚基中心店),餐饮服务;咖啡厅;咖啡厅
3585,历下区,济南市,117.031425#36.664004,忆江州重庆老火锅(世茂店),餐饮服务;中餐厅;火锅店
3586,历下区,济南市,117.039692#36.672032,梁记烧饼,餐饮服务;餐饮相关场所;餐饮相关
3587,历下区,济南市,117.10405#36.695469,新凌志科技发展有限公司,公司企业;公司企业;公司企业
3588,历下区,济南市,117.051049#36.647671,趵突泉白酒专卖,购物服务;购物相关场所;购物相关场所
3589,历下区,济南市,117.142474#36.691615,米谣手工水饺,餐饮服务;中餐厅;特色/地方风味餐厅
3590,历下区,济南市,117.034118#36.677884,大明湖景区(东门),通行设施;临街院门;临街院门
3591,历下区,济南市,117.041459#36.662595,阳光酒店公寓(济南历山路店),住宿服务;住宿服务相关;住宿服务相关
3592,历下区,济南市,117.171639#36.665333,停车场(智远街道办事处东),交通设施服务;停车场;路边停车场
3593,历下区,济南市,117.02783#36.66767,春秋摄影,生活服务;摄影冲印店;摄影冲印
3594,历下区,济南市,117.046179#36.66607,解放路社区居委会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
3595,历下区,济南市,117.025785#36.664418,Ca'VAGAN,购物服务;专卖店;专营店
3596,历下区,济南市,117.044911#36.681024,红玺百胜跆拳道俱乐部,体育休闲服务;运动场馆;跆拳道场馆
3597,历下区,济南市,117.064906#36.653642,欣荣欣商店,购物服务;便民商店/便利店;便民商店/便利店
3598,历下区,济南市,117.044113#36.636356,济南市林场,公司企业;公司企业;公司企业
3599,历下区,济南市,117.092451#36.662575,鲍德·现代逸城东区,商务住宅;住宅区;住宅区
3600,历下区,济南市,117.087422#36.649831,颐生康泰养生,医疗保健服务;医疗保健服务场所;医疗保健服务场所
3601,历下区,济南市,117.03529#36.66603,A&B内衣家居(解放路),购物服务;服装鞋帽皮具店;服装鞋帽皮具店
3602,历下区,济南市,117.067354#36.651265,夏日花园酒店停车场(出入口),交通设施服务;停车场;停车场出入口
3603,历下区,济南市,117.04923#36.668603,老憨猪蹄(历山东路店),餐饮服务;中餐厅;中餐厅
3604,历下区,济南市,117.034592#36.654597,停车场(文化西路),交通设施服务;停车场;专用停车场
3605,历下区,济南市,117.039482#36.677057,长盛小区北区31号楼,地名地址信息;门牌信息;楼栋号
3607,历下区,济南市,117.018785#36.670388,放生池,风景名胜;风景名胜;风景名胜
3608,历下区,济南市,117.040888#36.648245,山东省千佛山医院停车场(出入口),交通设施服务;停车场;停车场出入口
3609,历下区,济南市,117.035976#36.660963,山东省粮油集团总公司,公司企业;公司;公司
3610,历下区,济南市,117.045738#36.671258,历山路7号楼,地名地址信息;门牌信息;楼栋号
3611,历下区,济南市,117.021169#36.667775,CCSF舌尖上的中国,公司企业;公司企业;公司企业
3612,历下区,济南市,117.075163#36.654172,御品华堂(银座商城),购物服务;专卖店;珠宝首饰工艺品
3613,历下区,济南市,117.081266#36.651239,山东省国土资源厅停车场,交通设施服务;停车场;公共停车场
3614,历下区,济南市,117.031649#36.663436,禾言己蟹黄包,餐饮服务;快餐厅;快餐厅
3615,历下区,济南市,117.030188#36.668308,鲜鱼锅咕噜鱼(县东巷店),餐饮服务;餐饮相关场所;餐饮相关
3616,历下区,济南市,117.024828#36.657207,见鲜包子(泺文路店),餐饮服务;快餐厅;快餐厅
3617,历下区,济南市,117.124966#36.653123,山东高速集团,公司企业;公司;公司
3618,历下区,济南市,117.068609#36.642144,山东广播电视大学直属学院技师分院,科教文化服务;学校;高等院校
3619,历下区,济南市,117.035174#36.673465,鸿腾三馆商务酒店明湖店停车场,交通设施服务;停车场;公共停车场
3620,历下区,济南市,117.11694#36.658226,中国农业银行体育场(105门),通行设施;建筑物门;建筑物门
3621,历下区,济南市,117.113796#36.66886,睿达汽车钣喷维修中心,汽车维修;汽车维修;汽车维修
3622,历下区,济南市,117.040839#36.672278,天翼4G,购物服务;家电电子卖场;家电电子卖场
3623,历下区,济南市,117.103962#36.690387,泰悦赫府,商务住宅;住宅区;住宅小区
3624,历下区,济南市,117.120506#36.661285,省立医院东院区(临时站)(公交站),交通设施服务;公交车站;公交车站相关
3625,历下区,济南市,117.060818#36.659,燕子山小区东区18号楼,地名地址信息;门牌信息;楼栋号
3626,历下区,济南市,117.10146#36.649887,东山雅郡售楼处,公司企业;公司企业;公司企业
3627,历下区,济南市,117.043559#36.65476,新利盟网咖,体育休闲服务;娱乐场所;网吧
3628,历下区,济南市,117.05338#36.66577,立新教育,科教文化服务;培训机构;培训机构
3629,历下区,济南市,117.031733#36.663649,扎西德勒,购物服务;购物相关场所;购物相关场所
3630,历下区,济南市,117.043589#36.669329,东仓小区建设银行宿舍,商务住宅;住宅区;宿舍
3631,历下区,济南市,117.104274#36.696393,山东翔里光电科技有限公司,公司企业;公司;公司
3632,历下区,济南市,117.066444#36.659806,顺君房产(甸新中路),生活服务;中介机构;中介机构
3633,历下区,济南市,117.01741#36.672879,大明湖景区-藕香榭,风景名胜;风景名胜;风景名胜
3634,历下区,济南市,117.082589#36.671932,山东汇顺网络科技有限公司,公司企业;公司企业;公司企业
3635,历下区,济南市,117.097041#36.682139,运动名品折扣店,购物服务;购物相关场所;购物相关场所
3636,历下区,济南市,117.032456#36.659478,银座商城停车场(出口),交通设施服务;停车场;停车场出口
3637,历下区,济南市,117.030833#36.657872,林家铺子,餐饮服务;餐饮相关场所;餐饮相关
3638,历下区,济南市,117.029794#36.664804,首尔摄影(世贸店),生活服务;摄影冲印店;摄影冲印
3639,历下区,济南市,117.063815#36.649934,中国华电(经十路),公司企业;公司;公司
3640,历下区,济南市,117.118844#36.691758,威洁美车,汽车服务;汽车养护/装饰;汽车养护
3641,历下区,济南市,117.055536#36.644358,海涛五金卫浴,购物服务;家居建材市场;家居建材市场
3642,历下区,济南市,117.030434#36.668606,晶晶水饺(县东巷),餐饮服务;中餐厅;特色/地方风味餐厅
3644,历下区,济南市,117.033775#36.659635,中银广场停车场,交通设施服务;停车场;公共停车场
3645,历下区,济南市,117.097401#36.688496,韩城国际跆拳道(化纤厂路店),体育休闲服务;体育休闲服务场所;体育休闲服务场所
3646,历下区,济南市,117.091372#36.661416,济南嘟嘟绘本馆,购物服务;专卖店;书店
3647,历下区,济南市,117.03176#36.659362,公共厕所,公共设施;公共厕所;公共厕所
3648,历下区,济南市,117.055475#36.659358,绅士名洗,生活服务;生活服务场所;生活服务场所
3649,历下区,济南市,117.09156#36.675331,济钢二分厂(公交站),交通设施服务;公交车站;公交车站相关
3650,历下区,济南市,117.150008#36.676119,杨家烧烤(凤凰路),餐饮服务;中餐厅;清真菜馆
3651,历下区,济南市,117.096805#36.689462,洗车装具,汽车服务;汽车养护/装饰;汽车养护
3652,历下区,济南市,117.057889#36.648397,中天·汇丽华城停车场,交通设施服务;停车场;专用停车场
3653,历下区,济南市,117.038949#36.677099,社区综合文化服务中心,科教文化服务;科教文化场所;科教文化场所
3654,历下区,济南市,117.055348#36.662904,工业产品质量控制和技术评价山东实验室电子信息,科教文化服务;科教文化场所;科教文化场所
3655,历下区,济南市,117.036973#36.638087,千佛山风景名胜区-索道(出口),风景名胜;风景名胜相关;旅游景点
3656,历下区,济南市,117.127341#36.689509,盛世花城(北门),通行设施;临街院门;临街院正门
3657,历下区,济南市,117.131892#36.691406,白鹭郡东区9号楼,地名地址信息;地名地址信息;地名地址信息
3658,历下区,济南市,117.026139#36.643767,历下千西便民市场,购物服务;综合市场;综合市场
3659,历下区,济南市,117.050881#36.643502,久零网(八一银座店),购物服务;服装鞋帽皮具店;服装鞋帽皮具店
3660,历下区,济南市,117.037475#36.662164,银座新天地(东南门),通行设施;建筑物门;建筑物正门
3661,历下区,济南市,117.126432#36.62481,恒大龙奥御园停车场(出入口),交通设施服务;停车场;停车场出入口
3662,历下区,济南市,117.052569#36.685901,东风小康特约服务中心,汽车维修;汽车综合维修;汽车综合维修
3663,历下区,济南市,117.04289#36.65504,日用百货,购物服务;便民商店/便利店;便民商店/便利店
3664,历下区,济南市,117.033184#36.653982,匠杺社木工俱乐部,体育休闲服务;体育休闲服务场所;体育休闲服务场所
3665,历下区,济南市,117.020595#36.654419,世界卫生组织脆弱关怀合作中心,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
3666,历下区,济南市,117.070861#36.645889,山东财经大学-老教育工作者协会,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
3667,历下区,济南市,117.016838#36.671384,汉堡王(开元广场店),餐饮服务;快餐厅;快餐厅
3668,历下区,济南市,117.056049#36.655196,山东省小企业公共服务示范平台,生活服务;生活服务场所;生活服务场所
3669,历下区,济南市,117.017654#36.664656,悦荟广场(南2门),通行设施;建筑物门;建筑物门
3670,历下区,济南市,117.088272#36.660494,清英蛋糕桃酥店(姚家路店),餐饮服务;糕饼店;糕饼店
3671,历下区,济南市,117.136406#36.687472,小背篼(高新店),餐饮服务;中餐厅;四川菜(川菜)
3672,历下区,济南市,117.124853#36.680517,丁豪广场公寓停车场(出入口),交通设施服务;停车场;停车场出入口
3673,历下区,济南市,117.017785#36.663413,新业商厦,商务住宅;楼宇;商务写字楼
3674,历下区,济南市,117.084381#36.655252,智慧树幼儿园(南门),通行设施;临街院门;临街院门
3675,历下区,济南市,117.14171#36.66248,创业辅导基地,科教文化服务;科教文化场所;科教文化场所
3676,历下区,济南市,117.115041#36.657702,济南市公安局治安警察支队三大队,政府机构及社会团体;公检法机构;社会治安机构
3677,历下区,济南市,117.039735#36.67504,长盛小区南区4区4号楼,地名地址信息;门牌信息;楼栋号
3678,历下区,济南市,117.065346#36.664154,人事厅单位宿舍1号楼,地名地址信息;门牌信息;楼栋号
3679,历下区,济南市,117.034355#36.645647,莲池海会,购物服务;购物相关场所;购物相关场所
3680,历下区,济南市,117.017027#36.66384,牛一牛火锅店,餐饮服务;中餐厅;中餐厅
3681,历下区,济南市,117.068082#36.657912,伊美化妆品(济南中西医甸柳卫生服务西),购物服务;个人用品/化妆品店;其它个人用品店
3682,历下区,济南市,117.041274#36.653494,山东师范大学-物理与电子科学学院,科教文化服务;科教文化场所;科教文化场所
3683,历下区,济南市,117.045918#36.6799,北京博士园毛发移植,医疗保健服务;医疗保健服务场所;医疗保健服务场所
3684,历下区,济南市,117.131317#36.677992,高新区政务服务中心,政府机构及社会团体;政府机关;区县级政府及事业单位
3685,历下区,济南市,117.048969#36.666237,济南吉创雕刻机厂家,公司企业;公司企业;公司企业
3686,历下区,济南市,117.137969#36.651364,花间小筑花艺生活馆,购物服务;花鸟鱼虫市场;花卉市场
3688,历下区,济南市,117.02035#36.65639,义乳假发,生活服务;美容美发店;美容美发店
3689,历下区,济南市,117.105941#36.69578,石林建材批发,购物服务;家居建材市场;家居建材市场
3690,历下区,济南市,117.12906#36.672899,山东鲁能智能技术有限公司,公司企业;公司;公司
3691,历下区,济南市,117.062329#36.659306,燕子山小区东区6号楼,地名地址信息;门牌信息;楼栋号
3692,历下区,济南市,117.050154#36.678817,齐鲁师范学院(西门),通行设施;临街院门;临街院门
3693,历下区,济南市,117.038966#36.673979,美丽课堂,购物服务;专卖店;专营店
3694,历下区,济南市,117.067165#36.664207,榴芒水果店(甸新北路店),购物服务;综合市场;果品市场
3696,历下区,济南市,117.096361#36.681257,济南恒旭招待所,住宿服务;住宿服务相关;住宿服务相关
3697,历下区,济南市,117.034081#36.645737,千佛山风景区(公交站),交通设施服务;公交车站;公交车站相关
3698,历下区,济南市,117.12917#36.670608,品客(黄金时代店),餐饮服务;餐饮相关场所;餐饮相关
3699,历下区,济南市,117.088009#36.652509,PIZZA朱(名士豪庭店),餐饮服务;快餐厅;快餐厅
3700,历下区,济南市,117.01537#36.646384,鲁商砂锅·炒饼·炒饭,餐饮服务;快餐厅;快餐厅
3701,历下区,济南市,117.053437#36.681482,丛丛商店(花园分店),购物服务;便民商店/便利店;便民商店/便利店
3702,历下区,济南市,117.028125#36.652694,鑫旺客风味小吃,餐饮服务;中餐厅;中餐厅
3703,历下区,济南市,117.09929#36.654103,济南拉菲公馆,商务住宅;住宅区;住宅小区
3704,历下区,济南市,117.044722#36.658378,美国崔克自行车(嘉石嘉店),购物服务;专卖店;自行车专卖店
3705,历下区,济南市,117.123278#36.680597,尔朵科技,公司企业;公司;公司
3706,历下区,济南市,117.046997#36.654338,食客来乐(山师店),餐饮服务;快餐厅;快餐厅
3707,历下区,济南市,117.066422#36.655756,好适佳超市,购物服务;专卖店;烟酒专卖店
3708,历下区,济南市,117.033938#36.666876,乐享驿站(世茂店),生活服务;洗浴推拿场所;洗浴推拿场所
3709,历下区,济南市,117.064197#36.666508,明师成龙(解放路),科教文化服务;培训机构;培训机构
3710,历下区,济南市,117.11952#36.659169,济南奥林匹克体育中心(8号出入口),体育休闲服务;体育休闲服务场所;体育休闲服务场所
3711,历下区,济南市,117.030228#36.659322,女洗手间(银座商城西区),公共设施;公共厕所;女洗手间
3712,历下区,济南市,117.110372#36.701344,爱尚蛋糕(中林路店),餐饮服务;糕饼店;糕饼店
3713,历下区,济南市,117.044202#36.676642,优晨服饰(济南东关店),生活服务;生活服务场所;生活服务场所
3714,历下区,济南市,117.039981#36.648214,山东疾控停车场,交通设施服务;停车场;停车场相关
3715,历下区,济南市,117.12457#36.639999,曲辰蓝海爱农生鲜超市,购物服务;超级市场;超市
3716,历下区,济南市,117.049978#36.671745,酷爱管理中心,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
3717,历下区,济南市,117.089767#36.684013,akx0825花艺坊,购物服务;花鸟鱼虫市场;花卉市场
3718,历下区,济南市,117.109098#36.697619,西北风味兰州拉面,餐饮服务;中餐厅;清真菜馆
3719,历下区,济南市,117.077075#36.667256,鸿腾三馆商务酒店解放东路店(西北门),通行设施;临街院门;临街院门
3720,历下区,济南市,117.131723#36.692866,明湖·白鹭郡2区2号楼,地名地址信息;门牌信息;楼栋号
3721,历下区,济南市,117.123394#36.681148,鞋柜,购物服务;服装鞋帽皮具店;品牌鞋店
3722,历下区,济南市,117.083649#36.672829,济南领拓信息技术有限公司,公司企业;公司;公司
3723,历下区,济南市,117.034329#36.639995,千佛山风景名胜区-许愿树,风景名胜;风景名胜;风景名胜
3724,历下区,济南市,117.141042#36.682408,停车场(出入口),交通设施服务;停车场;停车场出入口
3725,历下区,济南市,117.029767#36.665242,男卫生间(世茂国际广场东座),公共设施;公共厕所;男洗手间
3726,历下区,济南市,117.032324#36.659811,客梯(银座商城东区),室内设施;室内设施;室内设施
3727,历下区,济南市,117.047774#36.676782,山东省纺织设计院,科教文化服务;科研机构;科研机构
3728,历下区,济南市,117.055686#36.679299,大新疆无烟烧烤,餐饮服务;中餐厅;特色/地方风味餐厅
3729,历下区,济南市,117.024183#36.665187,文体超市,购物服务;购物相关场所;购物相关场所
3730,历下区,济南市,117.016506#36.647193,美国派斯(鲁商广场A座),购物服务;家电电子卖场;家电电子卖场
3731,历下区,济南市,117.031192#36.670923,凯富地产(明湖旗舰店),生活服务;中介机构;中介机构
3732,历下区,济南市,117.028067#36.671876,铭海烟酒行,购物服务;专卖店;烟酒专卖店
3733,历下区,济南市,117.06357#36.66226,燕山小区(东4门),通行设施;临街院门;临街院门
3734,历下区,济南市,117.057218#36.663378,宏顺装饰工程处,购物服务;家居建材市场;建材五金市场
3735,历下区,济南市,117.069278#36.649669,燕山盛世(东门),通行设施;临街院门;临街院门
3736,历下区,济南市,117.060678#36.657911,21世纪不动产(济南中住店),生活服务;中介机构;中介机构
3737,历下区,济南市,117.033829#36.654317,自来水公司宿舍,商务住宅;住宅区;宿舍
3738,历下区,济南市,117.039017#36.674408,小雏菊,购物服务;专卖店;专营店
3739,历下区,济南市,117.044506#36.655083,米香居饺子城(南门),通行设施;临街院门;临街院门
3740,历下区,济南市,117.022188#36.665765,免费派(泰府广场),生活服务;维修站点;维修站点|购物服务;购物相关场所;购物相关场所
3741,历下区,济南市,117.097317#36.679476,照相复印(化纤厂路),生活服务;生活服务场所;生活服务场所
3742,历下区,济南市,117.137014#36.673189,龙祥足浴(舜华东路),生活服务;洗浴推拿场所;洗浴推拿场所
3743,历下区,济南市,117.108482#36.692914,山东天籁环保设备有限公司,公司企业;公司;公司
3744,历下区,济南市,117.135117#36.659271,草山岭东(公交站),交通设施服务;公交车站;公交车站相关
3745,历下区,济南市,117.047431#36.640611,从头开始健发馆,生活服务;美容美发店;美容美发店
3746,历下区,济南市,117.051258#36.646042,济南市东方双语实验学校(西南门),通行设施;临街院门;临街院门
3747,历下区,济南市,117.104742#36.683986,万科城3期停车场(出入口),交通设施服务;停车场;停车场出入口
3748,历下区,济南市,117.073944#36.667075,旺角棋牌(西门),通行设施;临街院门;临街院门
3749,历下区,济南市,117.030086#36.66463,徐小姐&孟小姐,购物服务;服装鞋帽皮具店;服装鞋帽皮具店
3750,历下区,济南市,117.131525#36.677228,舜华力动健身私教工作室,体育休闲服务;运动场馆;健身中心
3751,历下区,济南市,117.061104#36.658766,中共历下区委燕山街道环境卫生管理所支部委员会,政府机构及社会团体;政府机关;乡镇级政府及事业单位
3752,历下区,济南市,117.048597#36.680394,济南成人高考,科教文化服务;科教文化场所;科教文化场所
3753,历下区,济南市,117.046279#36.661346,小煮fu,餐饮服务;餐饮相关场所;餐饮相关
3754,历下区,济南市,117.032622#36.653903,自家饭堂(文化西路),餐饮服务;中餐厅;中餐厅
3755,历下区,济南市,117.1301#36.690709,聚鑫旺园6号楼,地名地址信息;门牌信息;楼栋号
3756,历下区,济南市,117.040026#36.662222,颐正大厦停车场(入口),交通设施服务;停车场;停车场入口
3757,历下区,济南市,117.049388#36.657788,新华小记者山东组委会,科教文化服务;科教文化场所;科教文化场所
3758,历下区,济南市,117.0406#36.67649,菜鸟驿站(东关大街93号六合惠邻批发超市),生活服务;物流速递;物流速递
3759,历下区,济南市,117.029429#36.659227,家居&玻璃(银座商城),购物服务;家居建材市场;家居建材市场
3760,历下区,济南市,117.018955#36.670394,西公界街2号院,商务住宅;商务住宅相关;商务住宅相关
3761,历下区,济南市,117.023296#36.665541,小姑娘食品,餐饮服务;餐饮相关场所;餐饮相关
3762,历下区,济南市,117.08447#36.666509,山东政法学院法学教学实训中心,科教文化服务;学校;高等院校
3763,历下区,济南市,117.048291#36.662,蘭蘭时尚饮品简餐,购物服务;专卖店;专营店
3765,历下区,济南市,117.04515#36.661031,平安家园公寓,住宿服务;宾馆酒店;宾馆酒店
3766,历下区,济南市,117.093378#36.657139,开源批发,购物服务;便民商店/便利店;便民商店/便利店
3767,历下区,济南市,117.055649#36.662806,上吧众创空间,体育休闲服务;体育休闲服务场所;体育休闲服务场所
3768,历下区,济南市,117.124928#36.685487,梦幻休闲养生会所,体育休闲服务;体育休闲服务场所;体育休闲服务场所
3769,历下区,济南市,117.096895#36.691265,陈记秘制全羊汤,餐饮服务;中餐厅;特色/地方风味餐厅
3770,历下区,济南市,117.036068#36.678368,长盛小区北区48号楼,地名地址信息;门牌信息;楼栋号
3771,历下区,济南市,117.057858#36.666608,山东省食品发酵工业研究设计院(南门),通行设施;临街院门;临街院门
3774,历下区,济南市,117.031678#36.653455,缤卡妮美甲美睫,生活服务;美容美发店;美容美发店
3775,历下区,济南市,117.082994#36.654761,旭晨堂药店(友谊苑店),医疗保健服务;医药保健销售店;药房
3777,历下区,济南市,117.124426#36.68016,丁豪广场公寓停车场,交通设施服务;停车场;公共停车场
3778,历下区,济南市,117.04901#36.651919,茶物语(万豪广场店),餐饮服务;冷饮店;冷饮店
3779,历下区,济南市,117.053978#36.655392,聚贤堂画材,购物服务;购物相关场所;购物相关场所
3780,历下区,济南市,117.118434#36.69032,美容减肥,生活服务;美容美发店;美容美发店
3781,历下区,济南市,117.111698#36.703337,宛香都干果店,购物服务;购物相关场所;购物相关场所
3782,历下区,济南市,117.139302#36.659139,山东宝林交通设施工程有限公司,公司企业;公司;公司
3783,历下区,济南市,117.031042#36.668228,LOHAS乐活鲜奶吧(泉乐坊店),购物服务;综合市场;农副产品市场|餐饮服务;冷饮店;冷饮店
3784,历下区,济南市,117.086936#36.659622,历下顺新诊所,医疗保健服务;诊所;诊所
3785,历下区,济南市,117.028192#36.668422,爱·旅行旅游工作室中国旅行社,生活服务;旅行社;旅行社
3786,历下区,济南市,117.101903#36.679846,丁家庄166号楼,地名地址信息;门牌信息;楼栋号
3787,历下区,济南市,117.038729#36.679212,济南泡泡儿童摄影,生活服务;摄影冲印店;摄影冲印
3788,历下区,济南市,117.02499#36.64721,将军楼,商务住宅;商务住宅相关;商务住宅相关
3789,历下区,济南市,117.054822#36.66876,亿通物流,生活服务;物流速递;物流速递
3790,历下区,济南市,117.107323#36.67871,山东省农机安全监理站,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
3791,历下区,济南市,117.059266#36.666605,华天图文(解放路),生活服务;生活服务场所;生活服务场所
3792,历下区,济南市,117.152722#36.695339,济南义友家电维修,生活服务;维修站点;维修站点
3794,历下区,济南市,117.043743#36.670176,济南历下安嘉堂美容服务中心,汽车服务;汽车养护/装饰;汽车养护
3795,历下区,济南市,117.02523#36.666758,济南珍珠泉宾馆-会议厅,住宿服务;宾馆酒店;宾馆酒店
3796,历下区,济南市,117.017273#36.664683,小小枝(泉城路店),餐饮服务;糕饼店;糕饼店
3798,历下区,济南市,117.055552#36.661271,外贸成衣工厂店,购物服务;购物相关场所;购物相关场所
3799,历下区,济南市,117.028962#36.665164,济南思彼思公寓式酒店(世贸广场店),住宿服务;住宿服务相关;住宿服务相关
3800,历下区,济南市,117.018403#36.664031,oppo售后服务中心(泉城路),生活服务;维修站点;维修站点
3801,历下区,济南市,117.049866#36.681015,花园庄东路与花园路交叉口,地名地址信息;交通地名;路口名
3802,历下区,济南市,117.024712#36.653949,青东黄焖鸡米饭,餐饮服务;中餐厅;中餐厅
3803,历下区,济南市,117.055769#36.671408,柏扬浩华,购物服务;家电电子卖场;数码电子
3804,历下区,济南市,117.043605#36.678143,济南海右商务宾馆,住宿服务;宾馆酒店;宾馆酒店
3805,历下区,济南市,117.020023#36.665472,红尚坊13号楼,地名地址信息;门牌信息;楼栋号
3806,历下区,济南市,117.025532#36.663726,运动·概念,购物服务;专卖店;专营店
3807,历下区,济南市,117.023303#36.665256,韩国叉烧排骨串,餐饮服务;中餐厅;特色/地方风味餐厅
3808,历下区,济南市,117.122913#36.680397,济南博达讯通信技术有限公司,公司企业;公司;公司
3809,历下区,济南市,117.064702#36.669341,太阳红农业科技有限公司,公司企业;公司;公司
3810,历下区,济南市,117.042446#36.675074,名将造型,生活服务;美容美发店;美容美发店
3811,历下区,济南市,117.046699#36.666615,公共厕所,公共设施;公共厕所;公共厕所
3812,历下区,济南市,117.09087#36.681177,讯猫智能便利店(绿地隆悦店),购物服务;便民商店/便利店;便民商店/便利店
3813,历下区,济南市,117.067361#36.65135,紫水晶,购物服务;购物相关场所;购物相关场所
3814,历下区,济南市,117.023438#36.657221,正觉寺2区20号楼,地名地址信息;门牌信息;楼栋号
3816,历下区,济南市,117.142845#36.677296,开拓路舜风路(公交站),交通设施服务;公交车站;公交车站相关
3817,历下区,济南市,117.02198#36.664177,精维网络科技有限公司,公司企业;公司;公司
3818,历下区,济南市,117.104303#36.696094,东风本田维修车间,汽车维修;汽车维修;汽车维修
3819,历下区,济南市,117.129333#36.692214,潍坊肉火烧(颖秀路店),餐饮服务;中餐厅;特色/地方风味餐厅
3820,历下区,济南市,117.120514#36.661289,省立医院东院区(临时站)(公交站),交通设施服务;公交车站;公交车站相关
3821,历下区,济南市,117.035633#36.6551,乔丹体育(文化西路),购物服务;体育用品店;体育用品店
3822,历下区,济南市,117.036153#36.681081,福润鲁菜馆,餐饮服务;中餐厅;中餐厅
3823,历下区,济南市,117.04022#36.670539,索菲特员工宿舍,商务住宅;住宅区;宿舍
3824,历下区,济南市,117.03046#36.660012,索菲特银座大饭店停车场,交通设施服务;停车场;公共停车场
3825,历下区,济南市,117.022861#36.663626,纤纤美甲(济南恒隆广场西翼),生活服务;美容美发店;美容美发店
3826,历下区,济南市,117.039134#36.675711,妖精美甲(老东门店),生活服务;美容美发店;美容美发店
3827,历下区,济南市,117.143207#36.699727,同记炒货(徐家庄店),购物服务;综合市场;果品市场
3828,历下区,济南市,117.069684#36.662596,甸柳新村2区15号楼,地名地址信息;门牌信息;楼栋号
3829,历下区,济南市,117.05734#36.667214,银座数码广场停车场,交通设施服务;停车场;公共停车场
3830,历下区,济南市,117.10243#36.680539,丁家庄78号楼,地名地址信息;门牌信息;楼栋号
3831,历下区,济南市,117.067877#36.662094,甸柳新村3区,商务住宅;住宅区;住宅小区
3833,历下区,济南市,117.046826#36.653225,万豪中心8号楼,地名地址信息;门牌信息;楼栋号
3834,历下区,济南市,117.093368#36.663625,鲍德现代逸城一期(北2门),通行设施;临街院门;临街院门
